iso_code,iso_code,date,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_deaths,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,7/19/2022,1.179,0,0,0,353,0,0
BRA,South America,7/20/2022,1.156,0,0,0,346,0,0
BRA,South America,7/21/2022,1.138,0,0,0,269,0,0
BRA,South America,7/22/2022,1.117,0,0,0,280,0,0
BRA,South America,7/23/2022,0.98,0,0,0,0,0,0
BRA,South America,7/24/2022,1.076,465319009,185208286,170168354,198,0,0
BRA,South America,7/25/2022,1.083,0,0,0,179,0,0
BRA,South America,7/26/2022,1.082,0,0,0,351,0,0
BRA,South America,7/27/2022,1.058,0,0,0,310,0,0
BRA,South America,7/28/2022,1.055,0,0,0,265,0,0
BRA,South America,7/29/2022,1.031,0,0,0,244,0,0
BRA,South America,7/30/2022,1.146,0,0,0,173,0,0
BRA,South America,7/31/2022,1.033,0,0,0,28,6.84,3750.796747
BRA,South America,8/1/2022,1.048,0,0,0,201,0,0
BRA,South America,8/2/2022,1.01,0,0,0,295,0,0
BRA,South America,8/3/2022,0.98,0,0,0,265,0,0
BRA,South America,8/4/2022,0.978,0,0,0,261,0,0
BRA,South America,8/5/2022,0.963,0,0,0,222,0,0
BRA,South America,8/6/2022,0.968,0,0,0,181,0,0
BRA,South America,8/7/2022,0.988,0,0,0,57,0,0
BRA,South America,8/8/2022,0.967,465620128,185834527,170839777,170,0,0
BRA,South America,8/9/2022,1.014,465843376,185856818,170942943,365,0,0
BRA,South America,8/10/2022,0.837,466047379,185892530,170983152,0,0,0
BRA,South America,8/11/2022,0.98,466464500,185920530,170998964,475,0,0
BRA,South America,8/12/2022,0.996,466850155,185975699,171084385,247,0,0
BRA,South America,8/13/2022,0.876,0,0,0,0,0,0
BRA,South America,8/14/2022,0.838,467002964,185993496,171111631,0,0,0
BRA,South America,8/15/2022,0.927,467119772,186014159,171145175,304,0,0
BRA,South America,8/16/2022,0.821,0,0,0,206,0,0
BRA,South America,8/17/2022,0.986,0,0,0,247,0,0
BRA,South America,8/18/2022,0.807,468196498,186100433,171285767,206,0,0
BRA,South America,8/19/2022,0.737,468240252,186112320,171298784,142,0,0
BRA,South America,8/20/2022,0.737,468323757,186147547,171315994,0,0,0
BRA,South America,8/21/2022,0.737,468339633,186159303,171319284,0,0,0
BRA,South America,8/22/2022,0.661,468400138,186176638,171336583,191,0,0
BRA,South America,8/23/2022,0.524,468580889,186302961,171369543,0,0,0
BRA,South America,8/24/2022,0.711,468684685,186358100,171401015,527,0,0
BRA,South America,8/25/2022,0.678,468741076,186374962,171421366,157,0,0
BRA,South America,8/26/2022,0.693,468802225,186397361,171439071,164,0,0
BRA,South America,8/27/2022,0.693,468830167,186406003,171451693,0,0,0
BRA,South America,8/28/2022,0.693,468834023,186406388,171451863,0,0,0
BRA,South America,8/29/2022,0.715,470058345,186476296,171607294,225,0,0
BRA,South America,8/30/2022,0.868,470115910,186491119,171625383,229,0,0
BRA,South America,8/31/2022,0.593,470327404,186519881,171665721,114,10.69,3811.082417
BRA,South America,9/1/2022,0.488,470483060,186542426,171709120,0,0,0
BRA,South America,9/2/2022,0.577,470528623,186558432,171721033,297,0,0
BRA,South America,9/3/2022,0.577,470708499,186578811,171762519,0,0,0
BRA,South America,9/4/2022,0.577,470745558,186583216,171768695,0,0,0
BRA,South America,9/5/2022,0.535,470784030,186590349,171778301,163,0,0
BRA,South America,9/6/2022,0.383,470898070,186618522,171809197,0,0,0
BRA,South America,9/7/2022,0.307,470910315,186624508,171811546,0,0,0
BRA,South America,9/8/2022,0.307,470943250,186632925,171821267,0,0,0
BRA,South America,9/9/2022,0.367,471130593,186656503,171858625,388,0,0
BRA,South America,9/10/2022,0.367,471187373,186663841,171871796,0,0,0
BRA,South America,9/11/2022,0.367,471204985,186665783,171875292,0,0,0
BRA,South America,9/12/2022,0.315,471266090,186674424,171889220,85,0,0
BRA,South America,9/13/2022,0.385,471378826,186715084,171949598,104,0,0
BRA,South America,9/14/2022,0.464,471541070,186735750,171986751,119,0,0
BRA,South America,9/15/2022,0.519,471637254,186749395,172011897,82,0,0
BRA,South America,9/16/2022,0.26,471683198,186763817,172032889,0,0,0
BRA,South America,9/17/2022,0.26,471818420,186779155,172062452,0,0,0
BRA,South America,9/18/2022,0.26,471848842,186784356,172070129,0,0,0
BRA,South America,9/19/2022,0.351,471886071,186794251,172085291,221,0,0
BRA,South America,9/20/2022,0.284,471922157,186802634,172101534,4,0,0
BRA,South America,9/21/2022,0.205,472074264,186822935,172143680,0,0,0
BRA,South America,9/22/2022,0.316,0,0,0,249,0,0
BRA,South America,9/23/2022,0.365,472271029,186857554,172196847,73,0,0
BRA,South America,9/24/2022,0.365,472338682,186866076,172212074,0,0,0
BRA,South America,9/25/2022,0.365,472364620,186868669,172217754,0,0,0
BRA,South America,9/26/2022,0.274,472820035,187303916,172225884,85,0,0
BRA,South America,9/27/2022,0.271,472853663,187313182,172239966,0,0,0
BRA,South America,9/28/2022,0.333,472972308,187327659,172264693,92,0,0
BRA,South America,9/29/2022,0.167,0,0,0,0,0,0
BRA,South America,9/30/2022,0.191,0,0,0,109,0,0
BRA,South America,10/1/2022,0.191,0,0,0,0,0,0
BRA,South America,10/2/2022,0.191,0,0,0,0,0,0
BRA,South America,10/3/2022,0.357,0,0,0,335,0,0
BRA,South America,10/4/2022,0.357,0,0,0,0,0,0
BRA,South America,10/5/2022,0.431,0,0,0,202,0,0
BRA,South America,10/6/2022,0.519,0,0,0,133,0,0
BRA,South America,10/7/2022,0.447,473061343,187376439,172307814,0,0,0
BRA,South America,10/8/2022,0.447,473061574,187376439,172308045,0,0,0
BRA,South America,10/9/2022,0.447,473061603,187376439,172308074,0,0,0
BRA,South America,10/10/2022,0.337,473062582,187377009,172308483,171,0,0
BRA,South America,10/11/2022,0.395,473062796,187377009,172308697,86,0,0
BRA,South America,10/12/2022,0.26,0,0,0,0,0,0
BRA,South America,10/13/2022,0.242,473081170,187385383,172318697,106,0,0
BRA,South America,10/14/2022,0.292,473081511,187385383,172319038,75,0,0
BRA,South America,10/15/2022,0.292,473081752,187385383,172319279,0,0,0
BRA,South America,10/16/2022,0.292,473081842,187385383,172319369,0,0,0
BRA,South America,10/17/2022,0.178,473082944,187385383,172320471,0,0,0
BRA,South America,10/18/2022,0.121,473101078,187385670,172338318,0,0,0
BRA,South America,10/19/2022,0.307,473101313,187385670,172338553,279,0,0
BRA,South America,10/20/2022,0.236,473101635,187385670,172338875,0,0,0
BRA,South America,10/21/2022,0.255,473101789,187385670,172339029,104,0,0
BRA,South America,10/22/2022,0.255,473101982,187385670,172339222,0,0,0
BRA,South America,10/23/2022,0.255,473101996,187385670,172339236,0,0,0
